kept_index,removed_index,similarity,kept_title,removed_title,kept_text,removed_text
668,4790,1.0,Taylor Swift donates 100K to Chiefs parade shooting victim’s family – CBS 42,Taylor Swift donates $100K to Chiefs parade shooting victim’s family – WGN Radio 720 – Chicago's Very Own,"Taylor Swift donates 100K to Chiefs parade shooting victim's family Toggle header content News Taylor Swift made two donations to the GoFundMe for Lisa Lopez-Galvan, the victim who died in the shooting at the end of the Chiefs parade and rally,.","Taylor Swift donates $100K to Chiefs parade shooting victim's family Toggle header content News Taylor Swift made two donations to the GoFundMe for Lisa Lopez-Galvan, the victim who died in the shooting at the end of the Chiefs parade and rally,."
673,7852,0.9678,Dalawang Kabataan na Nagkasala sa Malaking Pamamaril sa Parada ng Super Bowl,Dalawang Kabataan na Nagkasala sa Malaking Pamamaril sa Parada ng Super Bowl,"(SeaPRwire) – KANSAS CITY, Mo. — Dalawang kabataan ang nahabla sa mga kasong konektado sa malawakang pagbaril sa parade ng Kansas City Chiefs’ , ayon sa awtoridad ng Biyernes, habang ang lungsod ay nagsusumikap na makabangon mula sa pagkagambala. Ay...","KANSAS CITY, Mo. — Dalawang kabataan ang nahabla sa mga kasong konektado sa malawakang pagbaril sa parade ng Kansas City Chiefs’ , ayon sa awtoridad ng Biyernes, habang ang lungsod ay nagsusumikap na makabangon mula sa pagkagambala. Ayon sa pahayag ..."
674,1653,0.9573,2 charged with murder in Chiefs celebration parade shooting,2 adults are charged with murder in shooting at Kansas City's Super Bowl celebration,"By Nick Ingram and Margery A. Beck | Associated Press KANSAS CITY, Mo. — Missouri prosecutors said Tuesday that two men have been charged with murder in last week’s shooting that killed one person and injured 22 others after the Kansas City Chiefs’ ...","By NICK INGRAM and MARGERY A. BECK Associated Press KANSAS CITY, Mo. — Missouri prosecutors said Tuesday that two men have been charged with murder in last week’s shooting that killed one person and injured 22 others after the Kansas City Chiefs’ Su..."
674,4684,0.9628,2 charged with murder in Chiefs celebration parade shooting,2 adults charged with murder in deadly shooting at Super Bowl celebration,"By Nick Ingram and Margery A. Beck | Associated Press KANSAS CITY, Mo. — Missouri prosecutors said Tuesday that two men have been charged with murder in last week’s shooting that killed one person and injured 22 others after the Kansas City Chiefs’ ...","By Nick Ingram and Margery A. Beck, The Associated Press KANSAS CITY, Mo. — Missouri prosecutors said Tuesday that two men have been charged with murder in last week’s shooting that killed one person and injured 22 others after the Kansas City Chief..."
681,6387,0.9666,"In the chaos of the Kansas City parade shooting, he’s hit and doesn’t know where his kids are","In the chaos of the Kansas City parade shooting, he’s hit and doesn’t know where his kids are","News In the chaos of the Kansas City parade shooting, he’s hit and doesn’t know where his kids are NICK INGRAM and JOHN HANNA, Associated Press Feb 16, 2024 / 12:56 PM CST Feb 16, 2024 / 12:56 PM CST NICK INGRAM and JOHN HANNA, Associated Press ...","AP Top Headlines In the chaos of the Kansas City parade shooting, he’s hit and doesn’t know where his kids are NICK INGRAM and JOHN HANNA, Associated Press Feb 16, 2024 / 12:56 PM CST Feb 16, 2024 / 12:56 PM CST NICK INGRAM and JOHN HANNA, Assoc..."
682,1044,0.952,"Una disputa, causa probable del tiroteo en desfile de los Chiefs, según autoridades","Una disputa, causa probable del tiroteo en desfile de los Chiefs, según autoridades","Servicios de ESPN.com 15 de feb, 2024, 14:14 ET A pesar de lo sucedido, el alcalde de Kansas City dijo que no espera se cancelen los desfiles en la ciudad, incluyendo el próximo para día de San Patricio KANSAS CITY -- Autoridades en Kansas City in...","Servicios de ESPN.com 15 de feb, 2024, 14:14 A pesar de lo sucedido, el alcalde de Kansas City dijo que no espera se cancelen los desfiles en la ciudad, incluyendo el próximo para día de San Patricio KANSAS CITY -- Autoridades en Kansas City infor..."
684,4426,1.0,"Polícia de Kansas City associa tiros em festa do Superbowl a briga, não a terrorismo","Polícia de Kansas City associa tiros em festa do Superbowl a briga, não a terrorismo","Por Brad Brooks e Rich McKay e Brendan O’Brien (Reuters) – Uma briga envolvendo várias pessoas provocou um tiroteio em Kansas City que matou uma pessoa e deixou outras 22 feridas, após a comemoração do time da cidade por ter vencido o Superbowl, dis...","Por Brad Brooks e Rich McKay e Brendan O'Brien (Reuters) - Uma briga envolvendo várias pessoas provocou um tiroteio em Kansas City que matou uma pessoa e deixou outras 22 feridas, após a comemoração do time da cidade por ter vencido o Superbowl, dis..."
689,4353,0.9659,Jason and Travis Kelce Weigh in on Kansas City Parade Shooting,Kelce Brothers Address ‘Deeply Tragic’ Kansas City Shooting,"Travis and Jason Kelce used their popular podcast on Monday to address last week’s tragic shooting during Kansas City’s Super Bowl celebration parade that left one dead and 22 injured, urging their fans to donate to the victims. Ahead of the Wednes...","Travis and Jason Kelce used their popular podcast on Monday to address last week’s tragic shooting during Kansas City’s Super Bowl celebration parade that left one dead and 22 injured, urging their fans to donate to the victims. Ahead of the Wednesd..."
690,773,0.9591,"Travis Kelce donates $100,000 to children shot at Kansas City rally","Travis Kelce donates $100,000 to children shot at Kansas City rally","(CNN) — Kansas City Chiefs tight end Travis Kelce’s foundation has donated $100,000 to victims of the deadly Super Bowl victory parade shooting on Wednesday. According to the GoFundMe page, Kelce, through his Eighty-Seven and Running Foundation, bes...","Kansas City Chiefs tight end Travis Kelce’s foundation has donated $100,000 to victims of the deadly Super Bowl victory parade shooting on Wednesday. According to the GoFundMe page, Kelce, through his Eighty-Seven and Running Foundation, bestowed tw..."
690,4909,0.9893,"Travis Kelce donates $100,000 to children shot at Kansas City rally","Travis Kelce donates $100,000 to children shot at Kansas City rally","(CNN) — Kansas City Chiefs tight end Travis Kelce’s foundation has donated $100,000 to victims of the deadly Super Bowl victory parade shooting on Wednesday. According to the GoFundMe page, Kelce, through his Eighty-Seven and Running Foundation, bes...","CNN — Kansas City Chiefs tight end Travis Kelce’s foundation has donated $100,000 to victims of the deadly Super Bowl victory parade shooting on Wednesday. According to the GoFundMe page, Kelce, through his Eighty-Seven and Running Foundation, best..."
693,1409,0.957,Vigil held to remember woman killed in Chiefs Super Bowl rally shooting – KXAN Austin,Vigil held to remember woman killed in Chiefs Super Bowl rally shooting – FOX 4 Kansas City WDAF-TV,"Vigil held to remember woman killed in Chiefs Super Bowl rally shooting News A vigil was held to remember Lisa Lopez-Galvan, who lost her life in the shooting at the Chiefs Super Bowl rally.","Vigil held to remember woman killed in Chiefs Super Bowl rally shooting A vigil was held to remember Lisa Lopez-Galvan, who lost her life in the shooting at the Chiefs Super Bowl rally."
703,4732,0.9712,Two charged with murder over shooting at Kansas City's Super Bowl,Two charged with murder over shooting at Kansas City’s Super Bowl parade,"Two men have been charged with murder over the shooting at the Kansas City Chiefs Super Bowl parade which left one person dead and 22 wounded, officials said Tuesday. Issued on: 20/02/2024 – 22:21 Modified: 20/02/2024 – 22:19 1 min Advertising Re...","Two men have been charged with murder over the shooting at the Kansas City Chiefs Super Bowl parade which left one person dead and 22 wounded, officials said Tuesday. Issued on: 20/02/2024 – 22:21 Modified: 20/02/2024 – 22:19 1 min Dominic Miller ..."
706,2358,0.9503,2 juveniles charged in mass shooting at the Kansas City Chiefs Super Bowl parade,2 minors charged in mass shooting at the Kansas City Chiefs Super Bowl parade,"2 juveniles charged in mass shooting at the Kansas City Chiefs Super Bowl parade A mother of two was killed and 22 people were injured by gunfire Wednesday afternoon, when shots erupted amid fans gathered at a rally celebrating the Chiefs. HEATHER ...","2 minors charged in mass shooting at the Kansas City Chiefs Super Bowl parade A mother of two was killed and 22 people were injured by gunfire Wednesday afternoon, when shots erupted amid fans gathered at a rally celebrating the Chiefs. HEATHER HOL..."
712,3212,0.9697,Lisa Lopez-Galvan Dies In Chiefs Parade Shooting; Was Kansas City Radio DJ,"Kansas City Radio Dj Lisa Lopez-galvan, Chiefs Super Bowl Parade Shooting Victim, Remembered As “amazing Woman”",The host of KKFI’s Taste of Tejano was one of hundreds of thousands who attended the rally in the city celebrating the Chiefs’ win when multiple gunmen opened fire. Three people have been detained and are under investigation. Lopez-Galvan’s devastat...,The host of KKFI’s Taste of Tejano was one of hundreds of thousands who attended the rally in the city celebrating the Chiefs’ Super Bowl win when multiple gunmen opened fire. Three people have been detained and are under investigation. Lopez-Galvan...
714,1616,0.9509,"Dispute may have led to the mass shooting after the Chiefs' Super Bowl parade, police say","Dispute may have led to the mass shooting after the Chiefs' Super Bowl parade, police say","Dispute may have led to the mass shooting after the Chiefs' Super Bowl parade, police say Updated: 9:29 PM EST Feb 15, 2024 AND WHAT WAS A GREAT DAY, UM, TURNED INTO A TRAGEDY. WE ALSO TALKED WITH A COUPLE HERE AND I WANT TO GET TO THIS. WE TALKED ...","Dispute may have led to the mass shooting after the Chiefs' Super Bowl parade, police say Updated: 8:29 PM CST Feb 15, 2024 AND WHAT WAS A GREAT DAY, UM, TURNED INTO A TRAGEDY. WE ALSO TALKED WITH A COUPLE HERE AND I WANT TO GET TO THIS. WE TALKED ..."
